Chamber_Pressure_bar,O/F,T_chamber_K,T_exit_Frozen_K,T_exit_Shift_K,M_exit_Frozen,M_exit_Shift,Velocity_exit_Frozen_m_s,Velocity_exit_Shift_m_s,Isp_Frozen_s,Isp_Equilibrium_s,X_H2O,X_H2,X_OH,X_O2,X_H
50,3.1,2741.766863736338,1219.4198038319096,1251.398959063807,8.229943229696804,8.265598391805979,3872.9119174138823,3899.5812177694165,394.9271073622371,397.6466191583687,0.3906243354507876,0.6093752754198015,2.573362186227067e-09,5.158963116970094e-16,3.8655604643231015e-07
50,3.2,2791.262460828704,1251.2200127893218,1289.881174442266,8.42334544095399,8.46719689825032,3868.603388139559,3899.457076035762,394.48775964672535,397.63396022451724,0.40322504774363405,0.59677421960584,6.119846984899642e-09,2.394555376751532e-15,7.265306683148069e-07
50,3.3,2838.893934506375,1282.1135363745109,1328.2896724272944,8.615535896838443,8.66879424189617,3863.410331160486,3898.7094133880173,393.95821520707744,397.55771985214295,0.41582569906998407,0.584172972464711,1.3848844876768845e-08,1.0203705869568058e-14,1.3146164175279123e-06
50,3.4,2884.6842501515775,1312.0791513248487,1366.6222863105686,8.806448081172933,8.870389677573995,3857.400835371166,3897.3769601989015,393.34541717825823,397.42184744014537,0.42842624816810165,0.571571424445628,2.9947792052997546e-08,4.0211760063123885e-14,2.297438318828317e-06
50,3.5,2928.6624850719077,1341.1027284265747,1404.8772800390896,8.99602258396463,9.071982078005135,3850.6406106045797,3895.4946061898427,392.65606609847197,397.22990074998523,0.4410266308386271,0.5589694181014135,6.212108731661238e-08,1.475224638785245e-13,3.8889383126734355e-06
50,3.6,2970.8626492249377,1369.1763472572582,1443.053125954766,9.18420674390712,9.273569784344255,3843.1924835967234,3893.093861501884,391.89656851184895,396.98509292183206,0.4536267497143511,0.546366733784874,1.240240307262622e-07,5.067810858255265e-13,6.392474897505905e-06
50,3.7,3011.3224951750185,1396.2973616529375,1481.1482742343524,9.370954087212112,9.475150416180545,3835.1159846493806,3890.203245077805,391.0729948197785,396.6903320785187,0.4662264604882569,0.5337630734619031,2.3904572850278936e-07,1.6387897383505997e-12,1.0226998355585461e-05
50,3.8,3050.082393471249,1422.4674839867414,1519.1609094867902,9.556223638541848,9.676720635235066,3826.467041288492,3886.8486138253315,390.19104804275594,396.3482548908477,0.47882555369468066,0.5211580431480416,4.460101707930504e-07,5.012076820186961e-12,1.595713010360535e-05
50,3.9,3087.1843252855188,1447.6919145531358,1557.0886918016363,9.739979170169038,9.878275857321128,3817.2978053908178,3883.0534425602154,389.25604619220815,395.96125512384106,0.4914237309864271,0.5085511347586134,8.075279175071461e-07,1.455960037779681e-11,2.432667926629861e-05
50,4.0,3122.6710224950652,1471.9785779604765,1594.928478177712,9.922188443196033,10.079809906571253,3807.656574050014,3878.8390650429537,388.2729142010793,395.53150821564486,0.5040205746200472,0.49594170855571046,1.4219136863886058e-06,4.032568684186482e-11,3.629478243000404e-05
50,4.1,3156.585267811294,1495.3374513182307,1632.6760324839597,10.102822481955684,10.281314614166844,3797.587824845376,3874.2248744400845,387.2461875202415,395.06099171889326,0.5166155091634075,0.48332897726564966,2.4397810093188604e-06,1.0686015226500537e-10,5.307346092305933e-05
50,4.2,3188.969354438152,1517.780009557476,1670.3256998761615,10.281854910968807,10.48277934496849,3787.132328119938,3869.2285114377605,386.1800235676748,394.551504482954,0.5292077530407368,0.47071199458847995,4.086621899309159e-06,2.7177382557709694e-10,7.616493754826352e-05
50,4.3,3219.864695711923,1539.3187799513423,1707.8700768034205,10.459261373812543,10.684190468017277,3776.3273248555424,3863.8660163147,385.0782198666765,394.004682161054,0.5417962593493644,0.45808964927144347,6.692862598018881e-06,6.652479608669087e-10,0.00010739659005453008
50,4.4,3249.311569592601,1559.9669999055043,1745.2996567135474,10.635019045106235,10.885530760578481,3765.206751644618,3858.1519701219154,383.94423698659773,393.4220116066053,0.5543796435419092,0.4454606681194231,1.0733030189778095e-05,1.5712782809572237e-09,0.00014895089267691005
50,4.5,3277.3489798777623,1579.7383678817455,1782.60246393903,10.809106240521295,11.086778754094018,3753.8014968688726,3852.099620038128,382.78122466580055,392.8048436558996,0.5669560965819639,0.4328236306988644,1.6875741421983063e-05,3.5893903814053887e-09,0.0002033871858170417
